,date,tz,city,idx,lat,lon,aqi,pm25,pm10,so2,no2,o3,co,h,t,r,w
373,2022-03-14 02:00:00,+08:00,"City EPA, Bazhong (巴中市环保局)",7048,31.8711,106.7389,124,124,53,2.6,8.7,28.9,6.4,92.1,18.4,,1
374,,+08:00,"Shiliu middle school, Bazhong (巴中市六中)",7050,31.8456,106.7608,-,,,,,,,,12.2,,
375,2022-03-14 01:00:00,+08:00,"State Institute of Agricultural Science, Ngawa Zong (阿坝州州农科所)",7550,31.9286,102.1755,65,65,18,6.6,3.7,29.3,4.6,50.1,1.7,,1
376,2022-03-14 01:00:00,+08:00,"State Stations, Ngawa Zong (阿坝州州监测站)",7551,31.9025,102.2218,57,57,23,5.6,3.2,28.1,3.7,50.1,1.7,,1
377,2022-03-14 01:00:00,+08:00,"Mashi primary school, Ngawa Zong (阿坝州马师校)",7552,31.8934,102.2402,55,55,20,6.6,5.1,26.9,4.6,50.1,1.7,,1
378,2022-03-14 02:00:00,+08:00,"qīnglóng sì, Liangshan (凉山青龙寺)",7056,27.8094,102.3419,72,72,25,6.1,5.1,32.9,5.5,26,17.4,,1
379,2022-03-14 02:00:00,+08:00,"Xichang City Hall, Liangshan (凉山西昌市政府)",7058,27.8847,102.2689,76,76,49,3.6,8.7,26,4.6,26,17.4,,1
380,2022-03-14 02:00:00,+08:00,"Liangshan Prefecture Government, Liangshan (凉山凉山州政府)",7059,27.8978,102.2625,68,68,30,4.1,5.1,33.8,4.6,26,17.4,,1
381,2022-03-16 16:00:00,+08:00,"sishi middle school, Panzhihua (攀枝花四十中小)",7977,26.567,101.7227,119,119,61,2.1,6.9,52.6,5.5,21.1,25.1,,8
382,2022-03-14 02:00:00,+08:00,"Su Ping Shan, Bazhong (巴中苏山坪)",8934,31.87888889,106.7513889,109,109,45,2.1,3.2,56.5,4.6,92.1,18.4,,1
383,2021-01-01 01:00:00,+08:00,"Vocational high school, Bazhong (巴中职业中学)",8935,31.85805556,106.7619444,155,155,74,2.1,17,1.3,8.2,66.9,6.1,,1
384,2022-03-16 16:00:00,+08:00,"青杠林路, Zigong (自贡青杠林路)",9877,29.33972,104.7228,119,119,65,4.6,3.2,82.5,5.5,48,28.8,0.6,2
385,,+08:00,"州环保局, Garzê Zong (甘孜州环保局)",9879,,,-,,,,,,,,,,
386,2022-03-16 16:00:00,+08:00,"龙泉驿区区政府, Chengdu (成都龙泉驿区区政府)",9880,30.5589,104.2725,122,122,57,4.1,7.4,73.4,6.4,45,29,,3.6
387,2022-03-16 16:00:00,+08:00,"区人社局, Meishan (眉山区人社局)",9882,30.0561,103.8286,153,153,53,7.1,8.7,87.7,6.4,45,29,,3.6
388,2022-03-16 16:00:00,+08:00,"丽阳花园, Bazhong (巴中丽阳花园)",10952,31.8542,106.7658,61,61,22,2.1,4.2,46.8,3.7,64.2,24.2,99.2,2
389,2022-03-16 16:00:00,+08:00,"圣泉水务公司, Bazhong (巴中圣泉水务公司)",10953,31.8653,106.7417,61,61,18,2.1,5.1,43.9,5.5,64.2,24.2,99.2,2
390,2020-09-06 15:00:00,+08:00,"State Institute of Agricultural Science, Ngawa Zong (阿坝州农科所)",7051,31.9286,102.1755,68,68,22,4.1,2.8,31.7,2.8,38,23.1,99.1,1
391,,+08:00,"Hongya County Environmental Protection Agency, Meishan (眉山洪雅县环保局)",8937,29.9052777,103.366944,-,,,,,,,,,,1.5
392,,+08:00,"Danleng EPA, Meishan (眉山丹棱县环保局)",8938,30.0233333,103.515555,-,,,,,,,,,,1.5
393,,+08:00,"Zigong rescue shelter, Zigong (自贡自贡救助站)",8939,29.322942,104.799753,-,,,,,,,,,,
394,2020-03-05 23:00:00,+08:00,"Panzhihua Central Hospital, Panzhihua (攀枝花攀枝花中心医院)",8940,26.547046,101.714061,95,95,41,5.1,6,30.9,21,24,20,99.6,2
395,,+08:00,"Luzhou Medical College North Campus, Luzhou (泸州泸州医学院城北校区)",8941,28.909179,105.421739,-,,,,,,,,,,
396,,+08:00,"mianyang boya primary school, Mianyang (绵阳绵阳博雅小学)",8943,31.48514,104.705811,-,,,,,,,,,,
397,,+08:00,"Fushun County Administration Center, Zigong (自贡富顺县行政中心)",8946,29.1822222,104.974722,-,,,,,,,,,,
398,,+08:00,"Miyi County Government, Panzhihua (攀枝花米易县政府)",8947,26.8927777,102.108888,-,,,,,,,,,,
399,,+08:00,"Luding County Environmental Protection Agency, Luzhou (泸州泸县环保局)",8948,29.1544083,105.374919,-,,,,,,,,,,
400,,+08:00,"Xuyong County Chinese Medicine Hospital, Luzhou (泸州叙永县中医医院)",8950,28.1644444,105.433055,-,,,,,,,,,,
401,,+08:00,"Pingwu County Environmental Protection Agency, Mianyang (绵阳平武县环保局)",8951,32.4127777,104.552777,-,,,,,,,,,,
402,,+08:00,"Beichuan County Stations, Mianyang (绵阳北川县监测站)",8952,31.6425,104.418888,-,,,,,,,,,,
403,,+08:00,"Yanting County Environmental Protection Agency, Mianyang (绵阳盐亭县环保局)",8953,31.2091666,105.384444,-,,,,,,,,,,
404,,+08:00,"Weiyuan County Environmental Protection Agency, Neijiang (内江威远县环保局)",8955,29.5366666,104.660277,-,,,,,,,,,,
405,,+08:00,"Longchang County IRS, Neijiang (内江隆昌县国税局)",8956,29.3438888,105.299166,-,,,,,,,,,,
406,,+08:00,"Qianwei County Government, Leshan (乐山犍为县政府)",8958,29.2122222,103.946944,-,,,,,,,,,,
407,,+08:00,"Nanbu County Environmental Protection Agency, Nanchong (南充南部县环保局)",8960,31.3531388,106.033,-,,,,,,,,12.2,,
408,,+08:00,"EPA Peng'an, Nanchong (南充蓬安县环保局)",8961,31.0274444,106.417277,-,,,,,,,,12.2,,
409,,+08:00,"Center No.3 , Deyang (德阳三中心)",8972,31.1158333,104.192777,-,,,,,,,,,,1.5
410,,+08:00,"Chengbei district, Mianyang (绵阳城北新区)",8974,31.6308333,105.176111,-,,,,,,,,,,
411,,+08:00,"Dazhong Bazi station, Guangyuan (广元大中坝子站)",8976,32.6502777,105.88,-,,,,,,,,,,
412,,+08:00,"suizhong experimental primary school, Suining (遂宁遂中实验校)",8977,30.5188888,105.612222,-,,,,,,,,,,
413,,+08:00,"Environmental Monitoring Station, Leshan (乐山环境监测站)",8978,29.6183333,103.499722,-,,,,,,,,,,
414,,+08:00,"Jiajiang County Environmental Monitoring Station, Leshan (乐山夹江县环境监测站)",8979,29.7366666,103.57,-,,,,,,,,,,
415,,+08:00,"Crystal Plaza Emeishan, Leshan (乐山峨眉山水晶广场)",8981,27.8953,102.2311,-,,,,,,,32,15.1,,
416,,+08:00,"Emei Mountain and Lake, Leshan (乐山峨眉山山与湖)",8982,27.8953,102.2311,-,,,,,,,32,15.1,,
417,,+08:00,"hedong district, yinao street, Ziyang (资阳河东新区印鳌路)",8996,30.4141666,104.539444,-,,,,,,,,,,1.5
418,,+08:00,"Aba County Environmental Protection Bureau, Ngawa Zong (阿坝阿坝县环保林业局)",8997,32.9069444,101.708333,-,,,,,,,,,,
419,,+08:00,"Hongyuan county government compound, Ngawa Zong (阿坝红原县人民政府大院)",8998,32.8002777,102.548888,-,,,,,,,,,,
420,,+08:00,"Butuo County Environmental Protection roof, Liangshan (凉山布拖县环保局楼顶)",9004,27.7157138,102.80435,-,,,,,,,,,,
421,,+08:00,"Wu Hou Science and Technology Parks, Chengdu (成都武候科技园)",8539,30.62389,103.9842,-,,,,,,,61,28,,0.5
422,2021-04-14 13:00:00,+08:00,"Yulin, Chengdu (成都玉林)",8541,30.62729,104.05846,46,46,26,2.1,13.8,22,4.6,55,19,,3.6
423,,+08:00,"Longquanyi District Environmental Monitoring Station, Chengdu (成都龙泉驿区环境监测站)",8544,30.5588888,104.2725,-,,,,,,,61,28,,0.5
424,,+08:00,"Xindu District Environmental Monitoring Station, Chengdu (成都新都区环境监测站)",8547,30.82539,104.17008,-,,,,,,,61,28,,0.5
425,,+08:00,"Shuangliu County Environmental Monitoring Station, Chengdu (成都双流县环境监测站)",8552,30.57492,103.92329,-,,,,,,,61,28,,0.5
426,2020-09-02 17:00:00,+08:00,"pí xiàn dǎngxiào, Chengdu (成都郫县党校)",8554,30.80611,103.8744,-,50,24,2.6,4.2,51.9,3.3,61,28,,0.5
427,2021-04-14 13:00:00,+08:00,"jiàn háng jiāshǔ lóu, Chengdu (成都建行家属楼)",8556,30.5866666,103.62,35,34,10,4.1,6.9,34.6,7.4,55,19,,3.6
428,,+08:00,"Pujiang County Environmental Monitoring Station, Chengdu (成都蒲江县环境监测站)",8557,30.19519,103.49844,-,,,,,,,61,28,,0.5
429,,+08:00,"School Resources, Chengdu (成都华润学校)",8558,30.41974,103.80891,-,,,,,,,61,28,,0.5
430,2021-04-14 12:00:00,+08:00,"Pengzhou EPA, Chengdu (成都彭州市环保局)",8559,30.99694,103.9481,30,30,13,5.6,12.8,23.6,4.7,63,18,,1.5
431,2021-04-14 13:00:00,+08:00,"Jīn Zhōngwài Experimental School, Chengdu (成都金中外实校)",8703,30.8672222,104.411388,33,30,17,3.1,4.6,32.9,4.8,55,19,,3.6
432,2021-02-28 14:00:00,+08:00,"West River, Chengdu (成都西河)",9478,30.65152,104.23287,25,25,10,2.6,6.9,18.7,5.1,81,10,,2.5
433,2020-09-04 12:00:00,+08:00,"Wenjiang Riverside Road, Chengdu (成都温江临江路)",9481,30.69917,103.8453,134,134,73,8.7,21.1,27.3,7.1,61,28,,0.5
434,2021-04-14 13:00:00,+08:00,"Pujiang County Party School, Chengdu (成都蒲江县委党校)",9484,30.2005555,103.527777,35,25,9,2.6,6,35,6.4,55,19,,3.6
435,2021-04-14 13:00:00,+08:00,"Dujiangyan EPB, Chengdu (成都都江堰市环保大楼)",9485,30.99056,103.6578,27,25,12,2.1,9.2,26.9,5.2,55,19,,3.6
436,2020-09-02 17:00:00,+08:00,"jiǎnyáng yìnáo lù, Chengdu (成都简阳印鳌路)",9486,30.40806,104.5436,-,42,14,1.6,3.7,47.6,4.3,61,28,,0.5
437,,+08:00,"běixīng dàdào yīduàn, Chengdu (成都北星大道一段)",9487,30.73916,104.07861,-,,,,,,,61,28,,0.5
438,2022-03-16 16:00:00,+08:00,"Jinbo Road, Chengdu (成都金博路)",10444,30.6891,104.0026,139,139,65,5.1,5.5,76.7,4.6,45,29,,3.6
439,,+08:00,"Ermao, Shenyang",1256,41.7806,123.3606,-,,,,,,,62,4,,4.9
440,,+08:00,"Yingkou University, Yingkou",3501,40.6592,122.2414,-,,,,,,,75,5,,4.9
441,,+08:00,"Botanical garden, Yingkou",3502,40.7094,122.2703,-,,,,,,,75,5,,4.9
442,,+08:00,"New district park, Huludao",3505,40.715,120.8478,-,,,,,,,,,,
443,2022-03-16 15:00:00,+08:00,Dandong (丹东),3476,40.0005,124.354707,91,91,36,4.1,6.9,37.4,4.6,42.9,8.5,99.9,5
444,2022-03-16 15:00:00,+08:00,Panjin (盘锦),3479,41.119997,122.070714,33,25,22,3.1,5.5,33.3,4.6,47.2,3.2,99.5,8
445,2022-03-16 15:00:00,+08:00,Yingkou (营口),3480,40.667012,122.235418,38,30,20,3.1,4.6,38.2,2.8,47.2,3.2,99.5,8
446,2022-03-16 15:00:00,+08:00,Liaoyang (辽阳),4347,41.267244,123.236944,46,46,34,3.6,3.7,35.8,2.8,43,2,,4.6
447,2022-03-16 15:00:00,+08:00,Fuxin (阜新),4348,42.021619,121.670324,64,53,64,8.7,5.5,37.8,3.7,30.9,0.3,99.4,6
448,2022-03-16 16:00:00,+08:00,"Nanshan, Jinzhou (锦州南山)",4370,41.0781,121.0986,34,25,34,5.1,3.7,28.9,1.9,18,4.4,99,5
449,2022-03-16 16:00:00,+08:00,"BDA, Jinzhou (锦州开发区)",5242,40.8333,121.045,37,9,37,4.1,2.8,31.7,4.6,18,4.4,99,5
450,,+08:00,"Baigu Water Plant, Jinzhou",4369,41.1219,121.2008,-,,,,,,,91,2,,4.9
451,,+08:00,"Monitoring station, Jinzhou",4368,41.1222,121.1178,-,,,,,,,91,2,,4.9
452,2022-03-16 16:00:00,+08:00,"Beihu Park, Jinzhou (锦州北湖公园)",4367,41.1386,121.1303,35,17,26,5.6,2.8,34.6,3.7,18,4.4,99,5
453,2022-03-16 16:00:00,+08:00,"Caitun, Benxi (本溪彩屯)",4364,41.3047,123.7308,57,57,30,4.1,6.9,32.1,3.7,38.5,1.5,,5.1
454,,+08:00,"Qianshan Park, Anshan",4349,41.0228,123.1289,-,,,,,,,,,,
455,,+08:00,"Train Station, Fushun",4357,41.8594,123.9,-,,,,,,,,,,
456,,+08:00,"People's Park, Fuxin",4386,42.0186,121.6561,-,,,,,,,,,,
457,,+08:00,"Steel Pipe Factory, Liaoyang",4379,41.2894,123.1417,-,,,,,,,,,,
458,,+08:00,"Flour Mill, Chaoyang",4372,41.5647,120.4247,-,,,,,,,61,4,,5.8
459,,+08:00,"Longcheng Agricultural Park, Chaoyang",4371,41.615,120.3939,-,,,,,,,61,4,,5.8
460,,+08:00,"No.1 Construction company, Component factory, Chaoyang",4374,41.5931,120.4439,-,,,,,,,61,4,,5.8
461,2022-03-16 16:00:00,+08:00,"hún nán dōng lù, Shenyang , Shenyang (沈阳浑南东路)",5218,41.7561,123.535,36,30,18,4.6,3.7,36.2,3.7,38.5,1.5,,5.1
462,2022-03-16 16:00:00,+08:00,"Tanglin Road , Shenyang , Shenyang (沈阳东陵路)",5216,41.8336,123.542,50,50,17,5.6,3.7,35,1.9,38.5,1.5,,5.1
463,2021-12-14 14:00:00,+08:00,"xuéfǔ nánlù, Yingkou , Yingkou (营口学府南路)",5225,40.6592,122.2414,187,187,86,5.1,17,19.5,8.2,77.1,-1.2,,2
464,2022-03-16 16:00:00,+08:00,"jinghu west street, Yingkou , Yingkou (营口镜湖西路)",5223,40.6511,122.215,38,13,20,2.1,1.9,38.2,1.9,47.2,3.2,99.5,8
465,2022-03-16 16:00:00,+08:00,"minzhu bridge, Dandong , Dandong (丹东民主桥)",5219,40.1194,124.3678,76,76,32,4.1,6,30.9,3.7,42.9,8.5,99.9,5
466,2022-03-16 16:00:00,+08:00,"Dahuofang reservoir, Fushun , Fushun (抚顺大伙房水库)",5236,41.8864,124.0878,37,30,18,4.1,1.4,37,4.6,37,2,,4.6
467,2022-03-16 16:00:00,+08:00,"baigu street, Jinzhou, Jinzhou (锦州百股街道)",5244,41.1219,121.2008,35,34,30,4.1,3.7,35,4.6,18,4.4,99,5
468,2022-03-16 16:00:00,+08:00,"tianan street, Jinzhou , Jinzhou (锦州天安街道)",5243,41.1222,121.1178,40,34,40,4.6,3.7,32.1,2.8,18,4.4,99,5
469,2022-03-16 16:00:00,+08:00,"Dongyuan , Fuxin , Fuxin (阜新东苑)",5211,42.0228,121.6722,69,53,69,9.2,5.5,33.8,2.8,30.9,0.3,99.4,6
470,2022-03-16 16:00:00,+08:00,"Riverside Road , Liaoyang , Liaoyang (辽阳滨河路)",5207,41.2736,123.1761,35,30,16,2.6,3.7,34.6,2.8,38.5,1.5,,5.1
471,2022-03-16 16:00:00,+08:00,"Yínzhōu lù dōngduàn, Tieling (铁岭银州路东段)",5204,42.2864,123.8489,38,38,11,2.6,3.2,35.4,1.9,38.5,1.5,,5.1
472,2022-03-16 16:00:00,+08:00,"jīnshā jiāng lù běi, Tieling , Tieling (铁岭金沙江路北)",5203,42.2217,123.7153,34,21,21,2.6,4.6,34.2,2.8,40,0,,4.6
473,2022-03-16 16:00:00,+08:00,"Agricultural Area, Chaoyang (朝阳农业园区)",5199,41.615,120.3939,34,25,24,2.1,1.9,34.2,5.5,13,3.5,99.1,8
474,,+08:00,"bái tǎ, Shenyang , Shenyang",5217,,,-,,,,,,,62,4,,4.9
475,,+08:00,"Vocational and Technical College, Laiwu",603,36.22888889,117.6888889,-,,,,,,,100,20.2,0.3,
476,2022-03-16 16:00:00,+08:00,"Agriculture Science Institute, Jinan (济南农科所)",502,36.663,116.945,97,97,94,6.6,10.6,30.1,0.1,63.9,11.6,99.1,5
477,2022-03-16 16:00:00,+08:00,"Provincial Seed Warehouse, Jinan (济南省种子仓库)",506,36.68527778,117.0602778,117,117,86,8.2,9.2,28.9,0.1,63.9,11.6,99.1,5
478,2022-03-16 16:00:00,+08:00,"Shandong Architecture University, Jinan (济南山东建筑大学)",507,36.68138889,117.1858333,109,109,87,4.1,12.8,30.5,0.1,63.9,11.6,99.1,5
479,2022-03-16 16:00:00,+08:00,"Shinan district No. 1, Qingdao (青岛市南区1号)",512,36.06525,120.403259,51,50,51,2.6,10.1,38.6,0.1,47,13,,5.6
480,2021-03-03 16:00:00,+08:00,"Shibei district No. 1, Qingdao (青岛市北区1号)",514,36.069711,120.336184,65,65,47,2.1,12.8,30.9,0.1,57,9,,6.6
481,2021-01-01 01:00:00,+08:00,"Yǎng kǒu, Qingdao (青岛仰口)",519,36.240156,120.660697,17,9,17,3.1,5.5,,0.1,72,-9,,0.5
482,2020-10-15 15:00:00,+08:00,"Licang District No. 1, Qingdao (青岛李沧区1号)",521,36.18457,120.380186,35,38,25,3.1,6.9,35,0.1,59,18,,2.5
483,,+08:00,"Licang District No. 2, Qingdao (青岛李沧区2号)",522,36.154078,120.427178,-,,,,,,,46,10,,3.6
484,2022-03-16 16:00:00,+08:00,"Zichuan Meteo. Stations, Zibo (淄博淄川气象站)",525,36.63777778,117.9544444,114,114,68,5.1,8.3,30.5,0.1,53.1,14.1,0.2,4
485,2022-03-16 16:00:00,+08:00,"Fènghuáng shān, Zibo (淄博凤凰山)",526,36.66555556,117.9233333,114,114,64,3.6,5.5,34.2,0.1,53.1,14.1,0.2,4
486,2022-03-16 16:00:00,+08:00,"People's Park, Zibo (淄博人民公园)",527,36.80833333,118.0422222,89,89,56,1.6,8.3,32.9,0.1,53.1,14.1,0.2,4
487,2022-03-16 16:00:00,+08:00,"Xīnqū, Zibo (淄博新区)",529,36.84333333,118.0175,76,76,57,4.1,6.4,,0.1,53.1,14.1,0.2,4
488,2022-03-16 16:00:00,+08:00,"Boshan shuangshan, Zibo (淄博博山双山)",531,36.49722222,117.8477778,155,155,75,1.6,6.4,30.9,0.1,53.1,14.1,0.2,4
489,2022-03-16 16:00:00,+08:00,"Qīnglóng shān, Zibo (淄博青龙山)",532,36.45972222,117.8702778,117,117,83,3.1,8.7,32.5,0.1,53.1,14.1,0.2,4
490,2020-02-25 00:00:00,+08:00,"BDA, Zibo (淄博开发区)",537,36.90472222,118.0158333,174,174,81,2.6,23.8,4.1,0.1,95.3,6.9,0.2,4
491,2022-03-16 16:00:00,+08:00,"Shizhong District Government, Zaozhuang (枣庄市中区政府)",538,34.85138889,117.5638889,171,171,142,7.1,16,56.5,0.1,44.9,18.7,99,7
492,2022-03-16 16:00:00,+08:00,"Sewage treatment plant, Zaozhuang (枣庄污水处理厂)",539,34.82,117.5897222,163,163,135,6.1,19.2,53.2,0.1,44.9,18.7,99,7
493,2022-03-16 16:00:00,+08:00,"High-tech zone, Zaozhuang (枣庄高新区)",545,34.8225,117.3575,170,170,150,6.6,21.5,48.4,0.1,61.2,20.1,0.2,3
494,2021-11-14 09:00:00,+08:00,"Xianhe Oil Production Plant, Dongying (东营现河采油厂)",549,37.44166667,118.5044444,155,155,84,7.1,26.1,7.4,0.1,65.9,24.9,,2
495,2021-02-03 17:00:00,+08:00,"Hekou  district, Dongying (东营河口区)",553,37.88305556,118.5163889,174,174,118,11.2,28.4,18.7,0.1,25.2,7.4,,3
496,2022-03-16 16:00:00,+08:00,"Bearing Factory, Yantai (烟台轴承厂)",555,37.54311096,121.371706,78,78,31,2.6,5.5,37,0.1,79.5,10.5,,3.5
497,2022-03-16 16:00:00,+08:00,"Fushan Monitoring Stations, Yantai (烟台福山区监测站)",558,37.47141415,121.2550926,76,76,51,3.1,11,31.7,0.1,78.8,10.3,,3.6
498,2022-03-16 16:00:00,+08:00,"Mouping EPA, Yantai (烟台牟平区环保局)",559,37.37605485,121.5817255,109,109,44,2.6,4.6,36.2,0.1,79.5,10.5,,3.5
499,2022-03-16 16:00:00,+08:00,"BDA zone B, Yantai (烟台开发区B 区)",564,37.60240665,121.1421659,68,68,25,2.1,6,35,0.1,79,10.4,,3.7
500,2022-03-16 16:00:00,+08:00,"Business School, Weifang (潍坊商校)",568,36.68194444,119.0999444,82,82,73,2.1,9.2,30.5,0.1,66.8,8.2,99,6
501,2022-03-16 16:00:00,+08:00,"Gongda Company, Weifang (潍坊共达公司)",570,36.65722222,119.1613889,91,91,70,3.6,9.2,29.3,0.1,66.8,8.2,99,6
502,2022-03-16 16:00:00,+08:00,"Agricultural School, Jining (济宁农业学校)",580,35.44277778,116.5963889,160,160,132,10.2,21.1,28.9,0.1,56.1,18.2,0.2,6
503,2022-03-16 09:00:00,+08:00,"Taishan monitoring station, Taian (泰安泰山监测站)",582,36.19416667,117.1536111,166,166,141,7.6,24.7,10.2,0.1,24.1,13.1,99.6,5
504,2022-03-16 16:00:00,+08:00,"Shandong Electric Power School, Taian (泰安山东电力学校)",583,36.17583333,117.1180556,173,173,139,13.2,15.1,39.8,0.1,65.2,7.1,99.6,4
505,2020-02-25 00:00:00,+08:00,"Nongda new campus, Taian (泰安农大新校)",586,36.17,117.1591667,174,174,81,2.6,23.8,4.1,0.1,99.3,5.7,1.3,4
506,2022-03-16 16:00:00,+08:00,"Transportation technical school, Taian (泰安交通技校)",587,36.20194444,117.0411111,163,163,120,9.2,20.2,,0.1,65.2,7.1,99.6,4
507,2022-03-16 16:00:00,+08:00,"Gao District Bank, Weihai (威海高区交行)",593,37.53392123,122.0512579,68,68,20,1.6,4.6,37.8,0.1,78,10,,3
508,2022-03-16 17:00:00,+08:00,"City governement square, Rizhao (日照市政府广场)",595,35.40777778,119.5205556,72,72,47,2.1,4.2,35,0.1,74,9.4,99,7
509,2022-03-16 16:00:00,+08:00,"Lanshan EPA branch, Rizhao (日照岚山环保分局)",600,35.29361111,119.34,93,93,44,2.6,5.1,,0.1,74,9.4,99,7
510,2022-03-16 16:00:00,+08:00,"Jinma Industrial Park, Rizhao (日照金马工业园)",601,35.37361111,119.5086111,82,82,42,1.6,17,36.6,0.1,74,9.4,99,7
511,2021-02-03 17:00:00,+08:00,"Hongfu Baijiu Factory, Linyi (临沂洪福酒业)",613,34.99944444,118.2516667,180,180,119,8.7,15.1,37.4,0.1,56.1,9.2,,2
512,2021-02-03 18:00:00,+08:00,"Monitoring station, Dezhou (德州监测站)",618,37.43222222,116.3713889,151,151,89,8.2,17.4,27.7,0.1,14,8.8,,3
513,2022-03-16 16:00:00,+08:00,"Dongchang District Government, Liaocheng (聊城东昌区政府)",622,36.44444444,115.9661111,149,149,107,3.6,10.6,33.3,0.1,66.1,13.4,99.1,5
514,2022-03-16 16:00:00,+08:00,"City committee communist party school, Liaocheng (聊城市委党校)",624,36.47944444,115.9836111,144,144,89,5.1,8.3,33.8,0.1,66.1,13.4,99.1,5
515,2020-02-25 00:00:00,+08:00,"Hongshun Garden, Liaocheng (聊城洪顺花园)",626,36.47111111,115.9547222,174,174,81,2.6,23.8,4.1,0.1,97.3,6.4,0.3,4
516,2022-03-16 17:00:00,+08:00,"Beizhong new school, Binzhou (滨州北中新校)",629,37.38305556,117.9830556,46,46,40,6.1,4.2,32.9,0.1,65.9,6.3,99.1,8
517,2022-03-16 16:00:00,+08:00,"Huarun Pharmaceutical Company, Heze (菏泽华润制药)",638,35.26194444,115.5191667,164,164,114,7.6,17.4,28.5,0.1,70,16.5,99.2,2
518,2021-02-03 17:00:00,+08:00,"No. 4, Huangdao District, Huangdao District (黄岛区黄岛区4号)",10227,35.876078,120.035032,114,114,64,3.6,20.2,21.2,0.1,70,6,,0.5
519,2020-12-02 16:00:00,+08:00,"Southern Lishui District, Lisong District (李沧区李沧区南部)",10231,36.1451864,120.42866,151,151,57,0.6,22.9,7,0.1,80,4,,3.6
520,2021-02-03 17:00:00,+08:00,"Jimo 2, Jimo City (即墨市即墨2号)",10237,36.403333,120.501389,173,173,78,7.1,25.6,18.3,0.1,70,6,,0.5
521,2022-03-16 17:00:00,+08:00,"Pingdu No. 1, Pingdu City (平度市平度1号)",10238,36.790556,119.944722,139,139,84,4.1,7.4,35.8,0.1,53,11,,7.7
522,2022-03-16 16:00:00,+08:00,"Pingdu 2, Pingdu City (平度市平度2号)",10239,36.798611,119.975833,147,147,90,3.6,8.3,33.3,0.1,47,13,,5.6
523,2022-03-16 16:00:00,+08:00,"lái xī 1 hào, Laixi City (莱西市莱西1号)",10240,36.864444,120.536667,104,104,66,5.6,3.7,37,0.1,47,13,,5.6
524,2022-03-16 17:00:00,+08:00,"High school, Lixia District (历下区高新学校)",10242,36.64611111,117.1655556,99,99,72,5.1,20.6,23.2,0.1,75.1,6.8,99.1,5
525,2022-03-16 16:00:00,+08:00,"zhǎng qīng dàxué chéng, Zhangqing District (长清区长清大学城)",10243,36.532453,116.793713,154,154,122,4.6,11.9,31.7,0.1,63.9,11.6,99.1,5
526,2022-03-16 16:00:00,+08:00,"Pingyin District, Pingyin County (平阴县平阴城区)",10247,36.283333,116.459722,163,163,130,3.6,13.3,33.8,0.1,65.2,7.1,99.6,4
527,2022-03-16 16:00:00,+08:00,"Pingyin Development Zone, Pingyin County (平阴县平阴开发区)",10248,36.292222,116.478056,157,157,116,3.1,13.3,35,0.1,65.2,7.1,99.6,4
528,2021-02-03 17:00:00,+08:00,"Jiyang Development Zone, Jiyang County (济阳县济阳开发区)",10250,36.985833,117.155,151,151,91,8.7,12.4,33.8,0.1,57,9,,6.6
529,2022-03-16 17:00:00,+08:00,"huán tái huá gōu, Huantai County (桓台县桓台华沟)",10253,36.931389,118.08,78,78,50,5.6,4.2,20.8,0.1,65.9,6.3,99.1,8
530,2022-03-16 17:00:00,+08:00,"Wuyuan Nanma, Wuyuan County (沂源县沂源南麻)",10258,36.205556,118.140278,162,162,96,2.1,10.1,31.3,0.1,53.1,14.1,0.2,4
531,2022-03-16 16:00:00,+08:00,"Tengzhou New Second Middle School, Tengzhou City (滕州市滕州新二中)",10261,35.038775,117.182015,156,156,150,14.2,8.7,51.9,0.1,56.1,18.2,0.2,6
532,2022-03-16 17:00:00,+08:00,"Lijin Ecological Park, Lijin County (利津县利津生态园)",10264,37.504167,118.252222,32,25,32,1.6,3.2,27.3,0.1,65.9,6.3,99.1,8
533,2022-03-16 17:00:00,+08:00,"Jingouzhai, Zhifu District (芝罘区金沟寨)",10267,37.530112,121.430478,87,87,41,1.1,8.7,33.3,0.1,77.5,10,,2
534,2022-03-16 16:00:00,+08:00,"Laizhou EPA, Laizhou City (莱州市莱州环保局)",10274,37.1875,119.956944,107,107,63,2.6,9.2,24.8,0.1,64.1,6.4,99.3,6
535,2021-02-03 17:00:00,+08:00,"Penglai Shahe Bridge, Penglai City (蓬莱市蓬莱沙河桥)",10277,37.7983,120.8022,160,160,89,7.1,12.4,29.3,0.1,67,4.5,99.3,6
536,2022-03-16 16:00:00,+08:00,"Zhaoyuan EPA, Zhaoyuan City (招远市招远环保局)",10278,37.373611,120.398611,78,78,53,5.1,5.5,30.9,0.1,64.1,6.4,99.3,6
537,2022-03-16 16:00:00,+08:00,"Qixia Finance Bureau, Qixia City (栖霞市栖霞财政局)",10280,37.336944,120.842222,59,59,38,4.1,6,43.1,0.1,64.1,6.4,99.3,6
538,2022-03-16 17:00:00,+08:00,"Qixia Environmental Protection Bureau, Qixia City (栖霞市栖霞环保局)",10281,37.306944,120.836944,91,91,54,5.1,8.7,33.8,0.1,64.1,6.4,99.3,6
539,2022-03-16 17:00:00,+08:00,"Haiyang Development Zone, Haiyang City (海阳市海阳开发区)",10283,36.735,121.196944,95,95,67,4.1,5.1,37,0.1,53,11,,7.7
